"","Accession","Latitude","Longitude","offset_5","offset_6","offset_7","offset_8","offset_9","offset_10","offset_11","offset_12","offset_13","offset_14","offset_15","offset_16","offset_17","offset_18","offset_19"
"1","SEEDGWAS10",19.938631,-96.87067,0.00232598749725221,0.00117084733491457,0.00150749521588343,0.000875765381041895,0.00749419035326588,0.00125780890664269,0.00129160278637964,0.00343265630596646,0.00208964671467982,0.000524658084006641,0.00241201537157985,0.00231343952922852,0.00204943149076142,0.00260710805261884,0.000889607978829719
"2","SEEDGWAS1000",21.83299,-99.634229,0.00392971440057008,0.00327145515343757,0.00306846233863086,0.00352450774206694,0.0084120442929069,0.00279387502126728,0.00355871180293137,0.00564355369068597,0.00538568614511833,0.00258302380168826,0.00785393620155751,0.00399972155143176,0.00224442592393236,0.00729735235461552,0.00476826814924007
"3","SEEDGWAS1001",22.023366,-99.653771,0.00392971440057008,0.00327145515343757,0.00306846233863086,0.00352450774206694,0.0084120442929069,0.00279387502126728,0.00355871180293137,0.00564355369068597,0.00538568614511833,0.00258302380168826,0.00785393620155751,0.00399972155143176,0.00224442592393236,0.00729735235461552,0.00476826814924007
"4","SEEDGWAS1003",20.485433,-89.732539,0.01379049290528,0.0144191214057269,0.00475421153602987,0.0097898173213983,0.0126006147910793,0.00451941548464331,0.00565682685311251,0.0106457920293963,0.017241034327026,0.00550148109085464,0.00686278460977096,0.00790883214067351,0.012750782282065,0.00389652051112538,0.00587995126530233
"5","SEEDGWAS1004",20.969048,-97.382255,0.00195335711695702,0.000711900302812812,0.00191079473709336,0.00072772973304199,0.00316626849468934,0.000921626202048379,0.00100647940322586,0.00344843515684918,0.00201882135413886,0.00139234539666296,0.00196900114025854,0.00110657121477961,0.00196171816767561,0.00230197119644076,0.00108441822571216
"6","SEEDGWAS1006",-23.267981,-57.309104,0.00278128894083881,0.00371421436597461,0.00424885816570438,0.00875649955167998,0.00472372502713776,0.0035920694560851,0.00296010919229103,0.00501646112125444,0.00763618377259077,0.00307623503481801,0.00294753793438035,0.00469359493286099,0.00429203703198176,0.0054808446592087,0.00325984414782556
"7","SEEDGWAS1008",3.85,-74.91666667,0.00397932211386745,0.00124450262997497,0.00255519096189194,0.000821586608643267,0.00201905750240395,0.00129177919132248,0.00164915050458605,0.00127900527612675,0.00236365899628345,0.00256759349803668,0.00208387120250415,0.00331161432602679,0.00214665867940374,0.00291799520937727,0.00205323723048946
"8","SEEDGWAS1009",19.58333333,-88.05,0.0133571175827673,0.0101026072805245,0.00423872880904565,0.0081210609365834,0.00655841440536817,0.00400748742161405,0.00297656309584957,0.00908391718339781,0.00833725771913913,0.00549782511501675,0.0060664031935638,0.0119074371212021,0.00807330763257677,0.00880878737860865,0.00885355861631451
"9","SEEDGWAS101",20.43027778,-97.382222,0.00232598749725221,0.00117084733491457,0.00150749521588343,0.000875765381041895,0.00749419035326588,0.00125780890664269,0.00129160278637964,0.00343265630596646,0.00208964671467982,0.000524658084006641,0.00241201537157985,0.00231343952922852,0.00204943149076142,0.00260710805261884,0.000889607978829719
"10","SEEDGWAS1011",16.332904,-92.564373,0.00356239125539423,0.00357966003212574,0.00279228258745085,0.00340809003438691,0.00343296939525498,0.00233761302779538,0.00367388447477296,0.00415695541670641,0.00317276320824091,0.00302401992612322,0.00353443834808263,0.00367328261247824,0.00335113482306336,0.0034269028588804,0.0017740243570555
"11","SEEDGWAS1012",16.332904,-92.564373,0.00356239125539423,0.00357966003212574,0.00279228258745085,0.00340809003438691,0.00343296939525498,0.00233761302779538,0.00367388447477296,0.00415695541670641,0.00317276320824091,0.00302401992612322,0.00353443834808263,0.00367328261247824,0.00335113482306336,0.0034269028588804,0.0017740243570555
"12","SEEDGWAS1014",21.51666667,-98.38333333,0.00195335711695702,0.000711900302812812,0.00191079473709336,0.00072772973304199,0.00316626849468934,0.000921626202048379,0.00100647940322586,0.00344843515684918,0.00201882135413886,0.00139234539666296,0.00196900114025854,0.00110657121477961,0.00196171816767561,0.00230197119644076,0.00108441822571216
"13","SEEDGWAS1015",17.167363,-99.537659,0.00540171199349699,0.00464629418136101,0.00402318340272159,0.00396010763970616,0.00303078993917486,0.00211207584818135,0.00350673808465088,0.00310510000547277,0.00485176473827081,0.00268868227204044,0.00229403896519932,0.00484643036376035,0.00381561978758447,0.00487335754324984,0.00490252077198274
"14","SEEDGWAS1019",21.296297,-98.746577,0.00195335711695702,0.000711900302812812,0.00191079473709336,0.00072772973304199,0.00316626849468934,0.000921626202048379,0.00100647940322586,0.00344843515684918,0.00201882135413886,0.00139234539666296,0.00196900114025854,0.00110657121477961,0.00196171816767561,0.00230197119644076,0.00108441822571216
"15","SEEDGWAS1020",16.56666667,-92.81666667,0.00356239125539423,0.00357966003212574,0.00279228258745085,0.00340809003438691,0.00343296939525498,0.00233761302779538,0.00367388447477296,0.00415695541670641,0.00317276320824091,0.00302401992612322,0.00353443834808263,0.00367328261247824,0.00335113482306336,0.0034269028588804,0.0017740243570555
"16","SEEDGWAS1022",16.71666667,-93,0.00356239125539423,0.00357966003212574,0.00279228258745085,0.00340809003438691,0.00343296939525498,0.00233761302779538,0.00367388447477296,0.00415695541670641,0.00317276320824091,0.00302401992612322,0.00353443834808263,0.00367328261247824,0.00335113482306336,0.0034269028588804,0.0017740243570555
"17","SEEDGWAS1023",16.25,-93.26666667,0.00356239125539423,0.00357966003212574,0.00279228258745085,0.00340809003438691,0.00343296939525498,0.00233761302779538,0.00367388447477296,0.00415695541670641,0.00317276320824091,0.00302401992612322,0.00353443834808263,0.00367328261247824,0.00335113482306336,0.0034269028588804,0.0017740243570555
"18","SEEDGWAS1024",16.2,-93.26666667,0.00356239125539423,0.00357966003212574,0.00279228258745085,0.00340809003438691,0.00343296939525498,0.00233761302779538,0.00367388447477296,0.00415695541670641,0.00317276320824091,0.00302401992612322,0.00353443834808263,0.00367328261247824,0.00335113482306336,0.0034269028588804,0.0017740243570555
"19","SEEDGWAS1025",16.56666667,-92.81666667,0.00356239125539423,0.00357966003212574,0.00279228258745085,0.00340809003438691,0.00343296939525498,0.00233761302779538,0.00367388447477296,0.00415695541670641,0.00317276320824091,0.00302401992612322,0.00353443834808263,0.00367328261247824,0.00335113482306336,0.0034269028588804,0.0017740243570555
"20","SEEDGWAS1027",-27.01666667,-59.85,0.00213422962207543,0.00606605458978551,0.00752618563017341,0.0106616815660326,0.00763651388584313,0.00347101158485384,0.00227680277171884,0.00631121413224944,0.00817811204951367,0.00603010470421585,0.00662441299063458,0.00552591059377221,0.00188568912887606,0.00697678925966099,0.00463095223458989
"21","SEEDGWAS1029",16.7,-93.71666667,0.00356239125539423,0.00357966003212574,0.00279228258745085,0.00340809003438691,0.00343296939525498,0.00233761302779538,0.00367388447477296,0.00415695541670641,0.00317276320824091,0.00302401992612322,0.00353443834808263,0.00367328261247824,0.00335113482306336,0.0034269028588804,0.0017740243570555
"22","SEEDGWAS1030",21.06666667,-97.63333333,0.00195335711695702,0.000711900302812812,0.00191079473709336,0.00072772973304199,0.00316626849468934,0.000921626202048379,0.00100647940322586,0.00344843515684918,0.00201882135413886,0.00139234539666296,0.00196900114025854,0.00110657121477961,0.00196171816767561,0.00230197119644076,0.00108441822571216
"23","SEEDGWAS1031",16.7,-93.71666667,0.00356239125539423,0.00357966003212574,0.00279228258745085,0.00340809003438691,0.00343296939525498,0.00233761302779538,0.00367388447477296,0.00415695541670641,0.00317276320824091,0.00302401992612322,0.00353443834808263,0.00367328261247824,0.00335113482306336,0.0034269028588804,0.0017740243570555
"24","SEEDGWAS1032",19.58333333,-88.05,0.0133571175827673,0.0101026072805245,0.00423872880904565,0.0081210609365834,0.00655841440536817,0.00400748742161405,0.00297656309584957,0.00908391718339781,0.00833725771913913,0.00549782511501675,0.0060664031935638,0.0119074371212021,0.00807330763257677,0.00880878737860865,0.00885355861631451
"25","SEEDGWAS1033",18.317643,-101.728267,0.00408754667172147,0.00472165938916947,0.00161491615271909,0.00246899067667307,0.00587519841931895,0.00359124943019589,0.00236987808418064,0.00417174623467934,0.00173402655998685,0.00130327395570773,0.00188463362664055,0.00505489859384777,0.00257891409883469,0.00609300633996835,0.00139500601037873
"26","SEEDGWAS1034",19.38333333,-96.96666667,0.00232598749725221,0.00117084733491457,0.00150749521588343,0.000875765381041895,0.00749419035326588,0.00125780890664269,0.00129160278637964,0.00343265630596646,0.00208964671467982,0.000524658084006641,0.00241201537157985,0.00231343952922852,0.00204943149076142,0.00260710805261884,0.000889607978829719
